Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.1234,0.10592,0.066224,0,0,0,3.9012,0.0087528,-1.4657E-06,-8.0651E-06,0.018624,-3.3179E-07,0.017916,0,0,0,0,0,0,package://wmodel/meshes/base_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://wmodel/meshes/base_link.STL,,body-1,좌표계1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
LFS,-0.062831,0.017418,0.0073567,0,0,0,0.26437,6.2915E-05,2.9641E-09,1.6485E-08,6.2207E-05,1.5645E-07,3.2075E-05,0,0,0,0,0,0,package://wmodel/meshes/LFS.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://wmodel/meshes/LFS.STL,,left_sus-1,Origin_LFS,,LFS,fixed,-0.018826,0.23812,-0.065637,1.5708,1.5708,0,base_link,0,0,0,,,,,,,,,,,,
LFW,0.015,1.7347E-18,0,0,0,0,0.23932,0.00030041,-7.4938E-37,5.467E-37,0.00016815,-1.685E-36,0.00016815,0,0,0,0,0,0,package://wmodel/meshes/LFW.STL,1,1,1,1,0,0,0,0,0,0,package://wmodel/meshes/LFW.STL,,wheel-2,Origin_LFW,Axis_LFW,LFW,continuous,-0.032336,0.0046744,0.050633,1.5708,-1.5708,0,LFS,1,0,0,3.1,7,,,,,,,,,,
RFS,-0.062822,0.017931,0.0073567,0,0,0,0.26437,6.2915E-05,2.9641E-09,-1.6485E-08,6.2207E-05,-1.5645E-07,3.2075E-05,0,0,0,0,0,0,package://wmodel/meshes/RFS.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://wmodel/meshes/RFS.STL,,right_sus-1,Origin_RFS,,RFS,fixed,-0.054174,-0.028117,-0.065637,1.5708,1.5708,0,base_link,0,0,0,,,,,,,,,,,,
RFW,-0.015,0,3.4694E-18,0,0,0,0.23932,0.00030041,-2.0699E-37,1.0955E-36,0.00016815,0,0.00016815,0,0,0,0,0,0,package://wmodel/meshes/RFW.STL,1,1,1,1,0,0,0,0,0,0,package://wmodel/meshes/RFW.STL,,wheel-1,Origin_RFW,Axis_RFW,RFW,continuous,-0.032338,0.030674,0.050633,1.64,1.5708,0,RFS,1,0,0,3.1,7,,,,,,,,,,
LBS,0.0023416,0.011605,0.13604,0,0,0,0.18193,0.00015842,3.541E-07,-1.564E-20,0.0001879,-1.3716E-19,0.00010696,0,0,0,0,0,0,package://wmodel/meshes/LBS.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://wmodel/meshes/LBS.STL,,ball_sus-1,Origin_LBS,,LBS,fixed,-0.22575,0.27935,0.11451,3.1416,0,1.5708,base_link,0,0,0,,,,,,,,,,,,
RBS,0.0023416,0.011605,0.13604,0,0,0,0.18193,0.00015842,3.541E-07,5.3188E-20,0.0001879,-7.4101E-20,0.00010696,0,0,0,0,0,0,package://wmodel/meshes/RBS.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://wmodel/meshes/RBS.STL,,ball_sus-2,Origin_RBS,,RBS,fixed,-0.20125,-0.06935,0.11451,3.1416,0,-1.5708,base_link,0,0,0,,,,,,,,,,,,
fcam,0.049836,0.061784,0.068723,0,0,0,0.043612,4.2948E-06,-8.8579E-10,-1.0181E-09,2.2106E-05,2.1758E-08,2.3571E-05,0,0,0,0,0,0,package://wmodel/meshes/fcam.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://wmodel/meshes/fcam.STL,,Webcam_C920-1,Origin_fcam,,fcam,fixed,-0.080277,0.055161,0.074007,1.5708,0,1.5708,base_link,0,0,0,,,,,,,,,,,,
bcam,0.049836,0.061784,0.068723,0,0,0,0.043612,4.2948E-06,-8.8548E-10,-1.0183E-09,2.2106E-05,2.1758E-08,2.3571E-05,0,0,0,0,0,0,package://wmodel/meshes/bcam.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://wmodel/meshes/bcam.STL,,Webcam_C920-2,Origin_bcam,,bcam,fixed,-0.11013,0.055161,0.10472,2.3562,0,1.5708,base_link,0,0,0,,,,,,,,,,,,
Lidar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package://wmodel/meshes/Lidar.STL,1,1,1,1,0,0,0,0,0,0,package://wmodel/meshes/Lidar.STL,,RPLidar-1,Origin_Lidar,,Lidar,fixed,-0.09856,0.23792,-0.56719,-1.5708,0,0,base_link,0,0,0,,,,,,,,,,,,
